CISNo,audit_name,reg_query_path,reg_query_name,query_method,description
18.10.9.2.14,18.10.9.2.14 (BL) Ensure 'Require additional authentication at startup: Allow BitLocker without a compatible TPM' is set to 'Enabled: False' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""EnableBDEWithNoTPM"""," ""registry""","This policy setting allows you to configure whether you can use BitLocker without a Trusted Platform Module (TPM), instead using a password or startup key on a USB flash drive. This policy setting is applied when you turn on BitLocker. The recommended state for this setting is: Enabled: False (unchecked)."
18.10.9.3.1,18.10.9.3.1 (BL) Ensure 'Allow access to BitLocker-protected removable data drives from earlier versions of Windows' is set to 'Disabled' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVDiscoveryVolumeType"""," ""registry""","This policy setting configures whether or not removable data drives formatted with the FAT file system can be unlocked and viewed on computers running Windows Server 2008 (non-R2), Windows Vista, Windows XP with Service Pack 3 (SP3), or Windows XP with Service Pack 2 (SP2) operating systems. Note: This policy setting does not apply to drives that are formatted with the NTFS file system. The recommended state for this setting is: Disabled."
18.10.9.3.2,18.10.9.3.2 (BL) Ensure 'Choose how BitLocker-protected removable drives can be recovered' is set to 'Enabled' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVRecovery"""," ""registry""","This policy setting allows you to control how BitLocker-protected removable data drives are recovered in the absence of the required credentials. This policy setting is applied when you turn on BitLocker. The ""Allow data recovery agent"" check box is used to specify whether a Data Recovery Agent can be used with BitLocker-protected removable data drives. Before a Data Recovery Agent can be used it must be added from the Public Key Policies item in either the Group Policy Management Console or the Local Group Policy Editor. Consult the BitLocker Drive Encryption Deployment Guide on Microsoft TechNet for more information about adding Data Recovery Agents. In ""Configure user storage of BitLocker recovery information"" select whether users are allowed, required, or not allowed to generate a 48-digit recovery password or a 256-bit recovery key. Select ""Omit recovery options from the BitLocker setup wizard"" to prevent users from specifying recovery options when they enable BitLocker on a drive. This means that you will not be able to specify which recovery option to use when you enable BitLocker, instead BitLocker recovery options for the drive are determined by the policy setting. In ""Save BitLocker recovery information to Active Directory Domain Services"" choose which BitLocker recovery information to store in AD DS for removable data drives. If you select ""Backup recovery password and key package"", both the BitLocker recovery password and key package are stored in AD DS. If you select ""Backup recovery password only"", only the recovery password is stored in AD DS. Select the ""Do not enable BitLocker until recovery information is stored in AD DS for removable data drives"" check box if you want to prevent users from enabling BitLocker unless the computer is connected to the domain and the backup of BitLocker recovery information to AD DS succeeds. Note: If the ""Do not enable BitLocker until recovery information is stored in AD DS for removable data drives"" check box is selected, a recovery password is automatically generated. The recommended state for this setting is: Enabled."
18.10.9.3.3,18.10.9.3.3 (BL) Ensure 'Choose how BitLocker-protected removable drives can be recovered: Allow data recovery agent' is set to 'Enabled: True' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVManageDRA"""," ""registry""","This policy setting allows you to control how BitLocker-protected removable data drives are recovered in the absence of the required credentials. This policy setting is applied when you turn on BitLocker. The ""Allow data recovery agent"" check box is used to specify whether a Data Recovery Agent can be used with BitLocker-protected removable data drives. Before a Data Recovery Agent can be used it must be added from the Public Key Policies item in either the Group Policy Management Console or the Local Group Policy Editor. Consult the BitLocker Drive Encryption Deployment Guide on Microsoft TechNet for more information about adding Data Recovery Agents. The recommended state for this setting is: Enabled: True (checked)"
18.10.9.3.4,18.10.9.3.4 (BL) Ensure 'Choose how BitLocker-protected removable drives can be recovered: Recovery Password' is set to 'Enabled: Do not allow 48-digit recovery password' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVRecoveryPassword"""," ""registry""","This policy setting allows you to control how BitLocker-protected removable data drives are recovered in the absence of the required credentials. This policy setting is applied when you turn on BitLocker. In ""Configure user storage of BitLocker recovery information"" select whether users are allowed, required, or not allowed to generate a 48-digit recovery password or a 256-bit recovery key. The recommended state for this setting is: Enabled: Do not allow 48-digit recovery password."
18.10.9.3.5,18.10.9.3.5 (BL) Ensure 'Choose how BitLocker-protected removable drives can be recovered: Recovery Key' is set to 'Enabled: Do not allow 256-bit recovery key' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVRecoveryKey"""," ""registry""","This policy setting allows you to control how BitLocker-protected removable data drives are recovered in the absence of the required credentials. This policy setting is applied when you turn on BitLocker. In ""Configure user storage of BitLocker recovery information"" select whether users are allowed, required, or not allowed to generate a 48-digit recovery password or a 256-bit recovery key. The recommended state for this setting is: Enabled: Do not allow 256-bit recovery key."
18.10.9.3.6,18.10.9.3.6 (BL) Ensure 'Choose how BitLocker-protected removable drives can be recovered: Omit recovery options from the BitLocker setup wizard' is set to 'Enabled: True' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVHideRecoveryPage"""," ""registry""","This policy setting allows you to control how BitLocker-protected removable data drives are recovered in the absence of the required credentials. This policy setting is applied when you turn on BitLocker. Select ""Omit recovery options from the BitLocker setup wizard"" to prevent users from specifying recovery options when they enable BitLocker on a drive. This means that you will not be able to specify which recovery option to use when you enable BitLocker, instead BitLocker recovery options for the drive are determined by the policy setting. The recommended state for this setting is: Enabled: True (checked)."
18.10.9.3.7,18.10.9.3.7 (BL) Ensure 'Choose how BitLocker-protected removable drives can be recovered: Save BitLocker recovery information to AD DS for removable data drives' is set to 'Enabled: False' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVActiveDirectoryBackup"""," ""registry""","This policy setting allows you to control how BitLocker-protected removable data drives are recovered in the absence of the required credentials. This policy setting is applied when you turn on BitLocker. In ""Save BitLocker recovery information to Active Directory Domain Services"" choose which BitLocker recovery information to store in AD DS for removable data drives. If you select ""Backup recovery password and key package"", both the BitLocker recovery password and key package are stored in AD DS. If you select ""Backup recovery password only"", only the recovery password is stored in AD DS. The recommended state for this setting is: Enabled: False (unchecked)."
18.10.9.3.8,18.10.9.3.8 (BL) Ensure 'Choose how BitLocker-protected removable drives can be recovered: Configure storage of BitLocker recovery information to AD DS:' is set to 'Enabled: Backup recovery passwords and key packages' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVActiveDirectoryInfoToStore"""," ""registry""","This policy setting allows you to control how BitLocker-protected removable data drives are recovered in the absence of the required credentials. This policy setting is applied when you turn on BitLocker. In ""Save BitLocker recovery information to Active Directory Domain Services"" choose which BitLocker recovery information to store in AD DS for removable data drives. If you select ""Backup recovery password and key package"", both the BitLocker recovery password and key package are stored in AD DS. If you select ""Backup recovery password only"", only the recovery password is stored in AD DS. The recommended state for this setting is: Enabled: Backup recovery passwords and key packages."
18.10.9.3.9,18.10.9.3.9 (BL) Ensure 'Choose how BitLocker-protected removable drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for removable data drives' is set to 'Enabled: False' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVRequireActiveDirectoryBackup"""," ""registry""","This policy setting allows you to control how BitLocker-protected removable data drives are recovered in the absence of the required credentials. This policy setting is applied when you turn on BitLocker. Select the ""Do not enable BitLocker until recovery information is stored in AD DS for removable data drives"" check box if you want to prevent users from enabling BitLocker unless the computer is connected to the domain and the backup of BitLocker recovery information to AD DS succeeds. Note: If the ""Do not enable BitLocker until recovery information is stored in AD DS for removable data drives"" check box is selected, a recovery password is automatically generated. The recommended state for this setting is: Enabled: False (unchecked)."
18.10.9.3.10,18.10.9.3.10 (BL) Ensure 'Configure use of hardware-based encryption for removable data drives' is set to 'Disabled' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVHardwareEncryption"""," ""registry""",This policy setting allows you to manage BitLocker's use of hardware-based encryption on removable data drives and specify which encryption algorithms it can use with hardware-based encryption. Using hardware-based encryption can improve performance of drive operations that involve frequent reading or writing of data to the drive. You can specify additional options that control whether BitLocker software-based encryption is used instead of hardware-based encryption on computers that do not support hardware-based encryption and whether you want to restrict the encryption algorithms and cipher suites used with hardware-based encryption. The recommended state for this setting is: Disabled.
18.10.9.3.11,18.10.9.3.11 (BL) Ensure 'Configure use of passwords for removable data drives' is set to 'Disabled' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVPassphrase"""," ""registry""","This policy setting allows you to specify whether a password is required to unlock BitLocker-protected removable data drives. Note: This setting is enforced when turning on BitLocker, not when unlocking a drive. BitLocker will allow unlocking a drive with any of the protectors available on the drive. The recommended state for this setting is: Disabled."
18.10.9.3.12,18.10.9.3.12 (BL) Ensure 'Configure use of smart cards on removable data drives' is set to 'Enabled' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVAllowUserCert"""," ""registry""","This policy setting specifies whether smart cards can be used to authenticate user access to BitLocker-protected removable data drives on a computer. Smart cards can be used to authenticate user access to the drive. You can require smart card authentication by selecting the ""Require use of smart cards on removable data drives"" check box. Note: This setting is enforced when turning on BitLocker, not when unlocking a volume. BitLocker will allow unlocking a drive with any of the protectors available on the drive. The recommended state for this setting is: Enabled."
18.10.9.3.13,18.10.9.3.13 (BL) Ensure 'Configure use of smart cards on removable data drives: Require use of smart cards on removable data drives' is set to 'Enabled: True' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVEnforceUserCert"""," ""registry""","This policy setting specifies whether smart cards must be used to authenticate user access to BitLocker-protected removable data drives on a computer. Smart cards can be used to authenticate user access to the drive. You can require smart card authentication by selecting the ""Require use of smart cards on removable data drives"" check box. Note: This setting is enforced when turning on BitLocker, not when unlocking a volume. BitLocker will allow unlocking a drive with any of the protectors available on the drive. The recommended state for this setting is: Enabled: True (checked)."
18.10.9.3.14,18.10.9.3.14 (BL) Ensure 'Deny write access to removable drives not protected by BitLocker' is set to 'Enabled' (Automated)," ""HKLM\SYSTEM\CurrentControlSet\Policies\Microsoft\FVE"""," ""RDVDenyWriteAccess"""," ""registry""","This policy setting configures whether BitLocker protection is required for a computer to be able to write data to a removable data drive. All removable data drives that are not BitLocker-protected will be mounted as read-only. If the drive is protected by BitLocker, it will be mounted with read and write access. The recommended state for this setting is: Enabled."
18.10.9.3.15,18.10.9.3.15 (BL) Ensure 'Deny write access to removable drives not protected by BitLocker: Do not allow write access to devices configured in another organization' is set to 'Enabled: False' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""RDVDenyCrossOrg"""," ""registry""",This policy setting configures whether the computer will be able to write data to BitLocker-protected removable drives that were configured in another organization. The recommended state for this setting is: Enabled: False (unchecked).
18.10.9.4,18.10.9.4 (BL) Ensure 'Disable new DMA devices when this computer is locked' is set to 'Enabled' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\FVE"""," ""DisableExternalDMAUnderLock"""," ""registry""",This policy setting allows you to block direct memory access (DMA) for all hot pluggable PCI downstream ports until a user logs into Windows. The recommended state for this setting is: Enabled.
18.10.10.1,18.10.10.1 (L2) Ensure 'Allow Use of Camera' is set to 'Disabled' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\Camera"""," ""AllowCamera"""," ""registry""",This policy setting controls whether the use of Camera devices on the machine are permitted. The recommended state for this setting is: Disabled.
18.10.12.1,18.10.12.1 (L1) Ensure 'Turn off cloud consumer account state content' is set to 'Enabled' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\Windows\CloudContent"""," ""DisableConsumerAccountStateContent"""," ""registry""",This policy setting determines whether cloud consumer account state content is allowed in all Windows experiences. The recommended state for this setting is: Enabled.
18.10.12.2,18.10.12.2 (L2) Ensure 'Turn off cloud optimized content' is set to 'Enabled' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\Windows\CloudContent"""," ""DisableCloudOptimizedContent"""," ""registry""",This policy setting turns off cloud optimized content in all Windows experiences. The recommended state for this setting is: Enabled.
18.10.12.3,18.10.12.3 (L1) Ensure 'Turn off Microsoft consumer experiences' is set to 'Enabled' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\Windows\CloudContent"""," ""DisableWindowsConsumerFeatures"""," ""registry""",This policy setting turns off experiences that help consumers make the most of their devices and Microsoft account. The recommended state for this setting is: Enabled.
18.10.13.1,18.10.13.1 (L1) Ensure 'Require pin for pairing' is set to 'Enabled: First Time' OR 'Enabled: Always' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\Windows\Connect"""," ""RequirePinForPairing"""," ""registry""",This policy setting controls whether or not a PIN is required for pairing to a wireless display device. The recommended state for this setting is: Enabled: First Time OR Enabled: Always.
18.10.14.1,18.10.14.1 (L1) Ensure 'Do not display the password reveal button' is set to 'Enabled' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\Windows\CredUI"""," ""DisablePasswordReveal"""," ""registry""",This policy setting allows you to configure the display of the password reveal button in password entry user experiences. The recommended state for this setting is: Enabled.
18.10.14.2,18.10.14.2 (L1) Ensure 'Enumerate administrator accounts on elevation' is set to 'Disabled' (Automated)," ""HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI"""," ""EnumerateAdministrators"""," ""registry""",This policy setting controls whether administrator accounts are displayed when a user attempts to elevate a running application. The recommended state for this setting is: Disabled.
18.10.14.3,18.10.14.3 (L1) Ensure 'Prevent the use of security questions for local accounts' is set to 'Enabled' (Automated)," ""HKLM\SOFTWARE\Policies\Microsoft\Windows\System"""," ""NoLocalPasswordResetQuestions"""," ""registry""","This policy setting controls whether security questions can be used to reset local account passwords. The security question feature does not apply to domain accounts, only local accounts on the workstation. The recommended state for this setting is: Enabled."
18.10.15.1,18.10.15.1 (L1) Ensure 'Allow Diagnostic Data' is set to 'Enabled: Diagnostic data off (not recommended)' or 'Enabled: Send required diagnostic data',HKLM:\SOFTWARE\Policies\Microsoft\Windows\DataCollection,AllowTelemetry,registry,"This policy setting determines the amount of diagnostic and usage data reported to Microsoft: • A value of (0) Diagnostic data off (not recommended). Using this value, no diagnostic data is sent from the device. This value is only supported on Enterprise, Education, and Server editions. If you choose this setting, devices in your organization will still be secure. • A value of (1) Send required diagnostic data. This is the minimum diagnostic data necessary to keep Windows secure, up to date, and performing as expected.?Using this value disables the Optional diagnostic data control in the Settings app. • A value of (3) Send optional diagnostic data. Additional diagnostic data is collected that helps us to detect, diagnose and fix issues, as well as make product improvements. Required diagnostic data will always be included when you choose to send optional diagnostic data. Optional diagnostic data can also include diagnostic log files and crash dumps. Use the Limit Dump Collection and the Limit Diagnostic Log Collection policies for more granular control of what optional diagnostic data is sent. Windows telemetry settings apply to the Windows operating system and some first party apps. This setting does not apply to third party apps running on Windows 10/11. The recommended state for this setting is: Enabled: Diagnostic data off (not recommended) or Enabled: Send required diagnostic data"
18.10.15.2,18.10.15.2 (L2) Ensure 'Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service' is set to 'Enabled: Disable Authenticated Proxy usage',HKLM:\SOFTWARE\Policies\Microsoft\Windows\DataCollection,DisableEnterpriseAuthProxy,registry,This policy setting controls whether the Connected User Experience and Telemetry service can automatically use an authenticated proxy to send data back to Microsoft. The recommended state for this setting is: Enabled: Disable Authenticated Proxy usage.
18.10.15.3,18.10.15.3 (L1) Ensure 'Disable OneSettings Downloads' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\DataCollection,DisableOneSettingsDownloads,registry,This policy setting controls whether Windows attempts to connect with the OneSettings service to download configuration settings. The recommended state for this setting is: Enabled.
18.10.15.4,18.10.15.4 (L1) Ensure 'Do not show feedback notifications' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\DataCollection,DoNotShowFeedbackNotifications,registry,This policy setting allows an organization to prevent its devices from showing feedback questions from Microsoft. The recommended state for this setting is: Enabled.
18.10.15.5,18.10.15.5 (L1) Ensure 'Enable OneSettings Auditing' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\DataCollection,EnableOneSettingsAuditing,registry,This policy setting controls whether Windows records attempts to connect with the OneSettings service to the Event Log. The recommended state for this setting is: Enabled.
18.10.15.6,18.10.15.6 (L1) Ensure 'Limit Diagnostic Log Collection' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\DataCollection,LimitDiagnosticLogCollection,registry,This policy setting controls whether additional diagnostic logs are collected when more information is needed to troubleshoot a problem on the device. The recommended state for this setting is: Enabled.
18.10.15.7,18.10.15.7 (L1) Ensure 'Limit Dump Collection' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\DataCollection,LimitDumpCollection,registry,This policy setting limits the type of memory dumps that can be collected when more information is needed to troubleshoot a problem. The recommended state for this setting is: Enabled.
18.10.15.8,18.10.15.8 (L1) Ensure 'Toggle user control over Insider builds' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\PreviewBuilds,AllowBuildPreview,registry,"This policy setting determines whether users can access the Insider build controls in the Advanced Options for Windows Update. These controls are located under ""Get Insider builds,"" and enable users to make their devices available for downloading and installing Windows preview software. The recommended state for this setting is: Disabled."
18.10.16.1,18.10.16.1 (L1) Ensure 'Download Mode' is NOT set to 'Enabled: Internet (3)',HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization,DODownloadMode,registry,"This policy setting specifies the download method that Delivery Optimization can use in downloads of Windows Updates, Apps and App updates. The following methods are supported: • 0 = HTTP only, no peering. • 1 = HTTP blended with peering behind the same NAT. • 2 = HTTP blended with peering across a private group. Peering occurs on devices in the same Active Directory Site (if exist) or the same domain by default. When this option is selected, peering will cross NATs. To create a custom group use Group ID in combination with Mode 2. • 3 = HTTP blended with Internet Peering. • 99 = Simple download mode with no peering. Delivery Optimization downloads using HTTP only and does not attempt to contact the Delivery Optimization cloud services. • 100 = Bypass mode. Do not use Delivery Optimization and use BITS instead. The recommended state for this setting is any value EXCEPT: Enabled: Internet (3). Note: The default on all SKUs other than Enterprise, Enterprise LTSB or Education is Enabled: Internet (3), so on other SKUs, be sure to set this to a different value."
18.10.17.1,18.10.17.1 (L1) Ensure 'Enable App Installer' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppInstaller,EnableAppInstaller,registry,This policy setting controls whether standard users have access to the Windows Package Manager. Windows Package Manager is a package manager solution that consists of a command line tool and set of services for installing applications on Microsoft Windows 10 and 11. The recommended state for this setting is: Disabled.
18.10.17.2,18.10.17.2 (L1) Ensure 'Enable App Installer Experimental Features' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppInstaller,EnableExperimentalFeatures,registry,This policy setting controls whether users can enable experimental features in the Windows Package Manager. The recommended state for this setting is Disabled.
18.10.17.3,18.10.17.3 (L1) Ensure 'Enable App Installer Hash Override' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppInstaller,EnableHashOverride,registry,This policy setting controls whether or not users can override the SHA256 security validation in the Windows Package Manager settings. The recommended state for this setting is: Disabled.
18.10.17.4,18.10.17.4 (L1) Ensure 'Enable App Installer ms-appinstaller protocol' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppInstaller,EnableMSAppInstallerProtocol,registry,This policy setting controls whether users can install packages from a website that is using the ms-appinstaller protocol. The ms-appinstaller protocol allows users to install an application by clicking a link on a website. The recommended state for this setting is: Disabled.
18.10.25.1.1,18.10.25.1.1 (L1) Ensure 'Application: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application,Retention,registry,This policy setting controls Event Log behavior when the log file reaches its maximum size. The recommended state for this setting is: Disabled.
18.10.25.1.2,"18.10.25.1.2 (L1) Ensure 'Application: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'",HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application,MaxSize,registry,"This policy setting specifies the maximum size of the log file in kilobytes. The maximum log file size can be configured between 1 megabyte (1,024 kilobytes) and 4 terabytes (4,194,240 kilobytes) in kilobyte increments. The recommended state for this setting is: Enabled: 32,768 or greater."
18.10.25.2.1,18.10.25.2.1 (L1) Ensure 'Security: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Security,Retention,registry,This policy setting controls Event Log behavior when the log file reaches its maximum size. The recommended state for this setting is: Disabled.
18.10.25.2.2,"18.10.25.2.2 (L1) Ensure 'Security: Specify the maximum log file size (KB)' is set to 'Enabled: 196,608 or greater'",HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Security,MaxSize,registry,"This policy setting specifies the maximum size of the log file in kilobytes. The maximum log file size can be configured between 1 megabyte (1,024 kilobytes) and 4 terabytes (4,194,240 kilobytes) in kilobyte increments. The recommended state for this setting is: Enabled: 196,608 or greater."
18.10.25.3.1,18.10.25.3.1 (L1) Ensure 'Setup: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Setup,Retention,registry,This policy setting controls Event Log behavior when the log file reaches its maximum size. The recommended state for this setting is: Disabled.
18.10.25.3.2,"18.10.25.3.2 (L1) Ensure 'Setup: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'",HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Setup,MaxSize,registry,"This policy setting specifies the maximum size of the log file in kilobytes. The maximum log file size can be configured between 1 megabyte (1,024 kilobytes) and 4 terabytes (4,194,240 kilobytes) in kilobyte increments. The recommended state for this setting is: Enabled: 32,768 or greater."
18.10.25.4.1,18.10.25.4.1 (L1) Ensure 'System: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System,Retention,registry,This policy setting controls Event Log behavior when the log file reaches its maximum size. The recommended state for this setting is: Disabled.
18.10.25.4.2,"18.10.25.4.2 (L1) Ensure 'System: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'",HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System,MaxSize,registry,"This policy setting specifies the maximum size of the log file in kilobytes. The maximum log file size can be configured between 1 megabyte (1,024 kilobytes) and 4 terabytes (4,194,240 kilobytes) in kilobyte increments. The recommended state for this setting is: Enabled: 32,768 or greater."
18.10.28.2,18.10.28.2 (L1) Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoDataExecutionPrevention,registry,Disabling Data Execution Prevention can allow certain legacy plug-in applications to function without terminating Explorer. The recommended state for this setting is: Disabled.
18.10.28.3,18.10.28.3 (L1) Ensure 'Turn off heap termination on corruption' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoHeapTerminationOnCorruption,registry,"Without heap termination on corruption, legacy plug-in applications may continue to function when a File Explorer session has become corrupt. Ensuring that heap termination on corruption is active will prevent this. The recommended state for this setting is: Disabled."
18.10.28.4,18.10.28.4 (L1) Ensure 'Turn off shell protocol protected mode' is set to 'Disabled',HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,PreXPSP2ShellProtocolBehavior,registry,"This policy setting allows you to configure the amount of functionality that the shell protocol can have. When using the full functionality of this protocol, applications can open folders and launch files. The protected mode reduces the functionality of this protocol allowing applications to only open a limited set of folders. Applications are not able to open files with this protocol when it is in the protected mode. It is recommended to leave this protocol in the protected mode to increase the security of Windows. The recommended state for this setting is: Disabled."
18.10.34.1,18.10.34.1 (L1) Ensure 'Disable Internet Explorer 11 as a standalone browser' is set to 'Enabled: Always',HKLM\SOFTWARE\Policies\Microsoft\InternetExplorer\Main,NotifyDisableIEOptions,registry,This policy setting restricts the launching of Internet Explorer as a standalone browser. This setting performs the following actions when enabled: â€¢ Prevents Internet Explorer 11 from launching as a standalone browser. â€¢ Restricts Internet ExplorerÂ´s usage to Microsoft EdgeÂ´s native Internet Explorer mode. â€¢ Redirects all attempts at launching Internet Explorer 11 to Microsoft Edge Stable Channel browser. â€¢ Overrides any other policies that redirect to Internet Explorer 11. The recommended state for this setting is: Enabled: Always.
18.10.36.1,18.10.36.1 (L2) Ensure 'Turn off location' is set to 'Enabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\LocationAndSensors,DisableLocation,registry,This policy setting turns off the location feature for the computer. The recommended state for this setting is: Enabled.
18.10.40.1,18.10.40.1 (L2) Ensure 'Allow Message Service Cloud Sync' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows\Messaging,AllowMessageSync,registry,This policy setting allows backup and restore of cellular text messages to Microsoft's cloud services. The recommended state for this setting is: Disabled.
18.10.41.1,18.10.41.1 (L1) Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled',HKLM\SOFTWARE\Policies\Microsoft\MicrosoftAccount,DisableUserAuth,registry,This setting determines whether applications and services on the device can utilize new consumer Microsoft account authentication via the Windows OnlineID and WebAccountManager APIs. The recommended state for this setting is: Enabled.
18.10.42.5.1,18.10.42.5.1 (L1) Ensure 'Configure local setting override for reporting to Microsoft MAPS' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet,LocalSettingOverrideSpynetReporting,registry,"This policy setting configures a local override for the configuration to join Microsoft Active Protection Service (MAPS), which Microsoft renamed to Windows Defender Antivirus Cloud Protection Service and then Microsoft Defender Antivirus Cloud Protection Service. This setting can only be set by Group Policy. The recommended state for this setting is: Disabled."
18.10.42.5.2,18.10.42.5.2 (L2) Ensure 'Join Microsoft MAPS' is set to 'Disabled',HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet,SpynetReporting,registry,"This policy setting allows you to join Microsoft Active Protection Service (MAPS), which Microsoft renamed to Windows Defender Antivirus Cloud Protection Service and then Microsoft Defender Antivirus Cloud Protection Service. Microsoft MAPS / Microsoft Defender Antivirus Cloud Protection Service is the online community that helps you choose how to respond to potential threats. The community also helps stop the spread of new malicious software infections. You can choose to send basic or additional information about detected software. Additional information helps Microsoft create new definitions and help it to protect your computer. Possible options are: â€¢ (0x0) Disabled (default) â€¢ (0x1) Basic membership â€¢ (0x2) Advanced membership Basic membership will send basic information to Microsoft about software that has been detected including where the software came from the actions that you apply or that are applied automatically and whether the actions were successful. Advanced membership in addition to basic information will send more information to Microsoft about malicious software spyware and potentially unwanted software including the location of the software file names how the software operates and how it has impacted your computer. The recommended state for this setting is: Disabled."
18.10.42.6.1.1,18.10.42.6.1.1 (L1) Ensure 'Configure Attack Surface Reduction rules' is set to 'Enabled',HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR,ExploitGuard_ASR_Rules,registry,This policy setting controls the state for the Attack Surface Reduction (ASR) rules. The recommended state for this setting is: Enabled.
