audit_id,audit_name,audit_description,audit_remediation,check
6.2.3.5,Ensure rsyslog log file creation mode is configured,"
rsyslog will create logfiles that do not already exist on the system.

The $FileCreateMode parameter allows you to specify the creation mode with which
rsyslog creates new files. If not specified, the value 0644 is used (which retains
backward-compatibility with earlier releases). The value given must always be a 4-digit
octal number, with the initial digit being zero.

Please note that the actual permission depend on rsyslogd's process umask.

$FileCreateMode may be specified multiple times. If so, it specifies the creation mode
for all selector lines that follow until the next $FileCreateMode parameter. Order of lines
is vitally important.
","
Edit either /etc/rsyslog.conf or a dedicated .conf file in /etc/rsyslog.d/ and set
$FileCreateMode to 0640 or more restrictive:
$FileCreateMode 0640
Restart the service:
# systemctl restart rsyslog
",,TRUE
6.2.4.1,Ensure access to all logfiles has been configured,"
Log files contain information from many services on the the local system, or in the event
of a centralized log server, others systems logs as well.
In general log files are found in /var/log/, although application can be configured to
store logs elsewhere. Should your application store logs in another, ensure to run the
same test on that location.
","
Run the following script to update permissions and ownership on files in /var/log.
Although the script is not destructive, ensure that the output is captured in the event that
the remediation causes issues.
#!/usr/bin/env bash
{
a_output2=()
f_file_test_fix()
{
a_out2=()
maxperm=""$( printf '%o' $(( 0777 & ~$perm_mask)) )""
if [ $(( $l_mode & $perm_mask )) -gt 0 ]; then
a_out2+=("" o Mode: \""$l_mode\"" should be \""$maxperm\"" or more
restrictive"" "" x Removing excess permissions"")
chmod ""$l_rperms"" ""$l_fname""
fi
if [[ ! ""$l_user"" =~ $l_auser ]]; then
a_out2+=("" o Owned by: \""$l_user\"" and should be owned by
\""${l_auser//|/ or }\"""" "" x Changing ownership to: \""$l_fix_account\"""")
chown ""$l_fix_account"" ""$l_fname""
fi
if [[ ! ""$l_group"" =~ $l_agroup ]]; then
a_out2+=("" o Group owned by: \""$l_group\"" and should be group
owned by \""${l_agroup//|/ or }\"""" "" x Changing group ownership to:
\""$l_fix_account\"""")
chgrp ""$l_fix_account"" ""$l_fname""
fi
[ ""${#a_out2[@]}"" -gt 0 ] && a_output2+=("" - File: \""$l_fname\"" is:""
""${a_out2[@]}"")
}
l_fix_account='root'
while IFS= read -r -d $'\0' l_file; do
while IFS=: read -r l_fname l_mode l_user l_group; do
if grep -Pq -- '\/(apt)\h*$' <<< ""$(dirname ""$l_fname"")""; then
perm_mask='0133' l_rperms=""u-x,go-wx"" l_auser=""root""
l_agroup=""(root|adm)""; f_file_test_fix
else
case ""$(basename ""$l_fname"")"" in
lastlog | lastlog.* | wtmp | wtmp.* | wtmp-* | btmp | btmp.* |
btmp-* | README)
perm_mask='0113' l_rperms=""ug-x,o-wx"" l_auser=""root""
l_agroup=""(root|utmp)""
f_file_test_fix ;;
cloud-init.log* | localmessages* | waagent.log*)
perm_mask='0133' l_rperms=""u-x,go-wx""
l_auser=""(root|syslog)"" l_agroup=""(root|adm)""
file_test_fix ;;
secure | auth.log | syslog | messages)
perm_mask='0137' l_rperms=""u-x,g-wx,o-rwx""
l_auser=""(root|syslog)"" l_agroup=""(root|adm)""
f_file_test_fix ;;
SSSD | sssd)
perm_mask='0117' l_rperms=""ug-x,o-rwx""
l_auser=""(root|SSSD)"" l_agroup=""(root|SSSD)""
f_file_test_fix ;;
gdm | gdm3)
perm_mask='0117' l_rperms=""ug-x,o-rwx"" l_auser=""root""
l_agroup=""(root|gdm|gdm3)""
f_file_test_fix ;;
*.journal | *.journal~)
perm_mask='0137' l_rperms=""u-x,g-wx,o-rwx"" l_auser=""root""
l_agroup=""(root|systemd-journal)""
f_file_test_fix ;;
*)
perm_mask='0137' l_rperms=""u-x,g-wx,o-rwx""
l_auser=""(root|syslog)"" l_agroup=""(root|adm)""
if [ ""$l_user"" = ""root"" ] || ! grep -Pq -- ""^\h*$(awk -F:
'$1==""'""$l_user""'"" {print $7}' /etc/passwd)\b"" /etc/shells; then
! grep -Pq -- ""$l_auser"" <<< ""$l_user"" &&
l_auser=""(root|syslog|$l_user)""
! grep -Pq -- ""$l_agroup"" <<< ""$l_group"" &&
l_agroup=""(root|adm|$l_group)""
fi
f_file_test_fix ;;
esac
fi
done < <(stat -Lc '%n:%#a:%U:%G' ""$l_file"")
done < <(find -L /var/log -type f \( -perm /0137 -o ! -user root -o ! -
group root \) -print0)
if [ ""${#a_output2[@]}"" -le 0 ]; then # If all files passed, then we
report no changes
a_output+=("" - All files in \""/var/log/\"" have appropriate permissions
and ownership"")
printf '\n%s' ""- All files in \""/var/log/\"" have appropriate
permissions and ownership"" "" o No changes required"" """"
else
printf '\n%s' ""${a_output2[@]}"" """"
fi
}
Note: You may also need to change the configuration for your logging software or
services for any logs that had incorrect permissions.
If there are services that log to other locations, ensure that those log files have the
appropriate access configured.
",,TRUE
6.3.1.1,Ensure auditd packages are installed,"
auditd is the userspace component to the Linux Auditing System. It's responsible for
writing audit records to the disk.
","
Run the following command to install audit:
# zypper install audit
",,TRUE
6.3.1.2,Ensure auditing for processes that start prior to auditd is enabled,"
Configure grub2 so that processes that are capable of being audited can be audited
even if they start up prior to auditd startup.
","
Edit /etc/default/grub and add audit=1 to the GRUB_CMDLINE_LINUX= line between
the opening and closing double quotes:
Example:
GRUB_CMDLINE_LINUX=""quiet audit=1""
Note: Other parameters may also be listed
Run the following command to update the grub2 configuration:
# grub2-mkconfig -o /boot/grub2/grub.cfg
",,TRUE
6.3.1.3,Ensure audit_backlog_limit is sufficient,"
The audit_backlog_limit parameter determines how auditd records can be held in
the auditd backlog. The default setting of 64 may be insufficient to store all audit events
during boot.
","
Edit /etc/default/grub and add audit_backlog_limit=<BACKLOG SIZE> to the
GRUB_CMDLINE_LINUX= line between the opening and closing double quotes:
Example:
GRUB_CMDLINE_LINUX=""quiet audit_backlog_limit=8192""
Note: Other parameters may also be listed
Run the following command to update the grub2 configuration:
# grub2-mkconfig -o /boot/grub2/grub.cfg
",,TRUE
6.3.1.4,Ensure auditd service is enabled and active,"
Turn on the auditd daemon to record system events.
","
Run the following commands to unmask, enable and start auditd:
# systemctl unmask auditd
# systemctl enable auditd
# systemctl start auditd
",,TRUE
6.3.2.1,Ensure audit log storage size is configured,"
Configure the maximum size of the audit log file. Once the log reaches the maximum
size, it will be rotated and a new log file will be started.
","
Set the following parameter in /etc/audit/auditd.conf in accordance with site
policy:
max_log_file = <MB>
Default Value:
max_log_file = 8
",,TRUE
6.3.2.2,Ensure audit logs are not automatically deleted,"
The max_log_file_action setting determines how to handle the audit log file reaching
the max file size. A value of keep_logs will rotate the logs but never delete old logs.
","
Set the following parameter in /etc/audit/auditd.conf:
max_log_file_action = keep_logs
Default Value:
max_log_file_action = ROTATE
",,TRUE
6.3.2.3,Ensure system is disabled when audit logs are full,"
The auditd daemon can be configured to halt the system or put the system in single
user mode, if no free space is available or an error is detected on the partition that holds
the audit log files.
The disk_full_action parameter tells the system what action to take when no free
space is available on the partition that holds the audit log files. Valid values are ignore,
syslog, rotate, exec, suspend, single, and halt.
• ignore, the audit daemon will issue a syslog message but no other action is
taken
• syslog, the audit daemon will issue a warning to syslog
• rotate, the audit daemon will rotate logs, losing the oldest to free up space
• exec, /path-to-script will execute the script. You cannot pass parameters to the
script. The script is also responsible for telling the auditd daemon to resume
logging once its completed its action
• suspend, the audit daemon will stop writing records to the disk
• single, the audit daemon will put the computer system in single user mode
• halt, the audit daemon will shut down the system
The disk_error_action parameter tells the system what action to take when an error
is detected on the partition that holds the audit log files. Valid values are ignore,
syslog, exec, suspend, single, and halt.
• ignore, the audit daemon will not take any action
• syslog, the audit daemon will issue no more than 5 consecutive warnings to
syslog
• exec, /path-to-script will execute the script. You cannot pass parameters to the
script
• suspend, the audit daemon will stop writing records to the disk
• single, the audit daemon will put the computer system in single user mode
• halt, the audit daemon will shut down the system
","
Set one of the following parameters in /etc/audit/auditd.conf depending on your
local security policies.
disk_full_action = <halt|single>
disk_error_action = <syslog|single|halt>
Example:
disk_full_action = halt
disk_error_action = halt
",,TRUE
6.3.2.4,Ensure system warns when audit logs are low on space,"
The auditd daemon can be configured to halt the system, put the system in single user
mode or send a warning message, if the partition that holds the audit log files is low on
space.
The space_left_action parameter tells the system what action to take when the
system has detected that it is starting to get low on disk space. Valid values are ignore,
syslog, rotate, email, exec, suspend, single, and halt.
• ignore, the audit daemon does nothing
• syslog, the audit daemon will issue a warning to syslog
• rotate, the audit daemon will rotate logs, losing the oldest to free up space
• email, the audit daemon will send a warning to the email account specified in
action_mail_acct as well as sending the message to syslog
• exec, /path-to-script will execute the script. You cannot pass parameters to the
script. The script is also responsible for telling the auditd daemon to resume
logging once its completed its action
• suspend, the audit daemon will stop writing records to the disk
• single, the audit daemon will put the computer system in single user mode
• halt, the audit daemon will shut down the system
The admin_space_left_action parameter tells the system what action to take when
the system has detected that it is low on disk space. Valid values are ignore, syslog,
rotate, email, exec, suspend, single, and halt.
• ignore, the audit daemon does nothing
• syslog, the audit daemon will issue a warning to syslog
• rotate, the audit daemon will rotate logs, losing the oldest to free up space
• email, the audit daemon will send a warning to the email account specified in
action_mail_acct as well as sending the message to syslog
• exec, /path-to-script will execute the script. You cannot pass parameters to the
script. The script is also responsible for telling the auditd daemon to resume
logging once its completed its action
• suspend, the audit daemon will stop writing records to the disk
• single, the audit daemon will put the computer system in single user mode
• halt, the audit daemon will shut down the system
","
Set the space_left_action parameter in /etc/audit/auditd.conf to email, exec,
single, or halt:
Example:
space_left_action = email
Set the admin_space_left_action parameter in /etc/audit/auditd.conf to
single or halt:
Example:
admin_space_left_action = single
Note: A Mail Transfer Agent (MTA) must be installed and configured properly to set
space_left_action = email
Default Value:
space_left_action = SYSLOG
admin_space_left_action = SUSPEND
",,TRUE
6.3.3.1,Ensure changes to system administration scope (sudoers) is collected,"
Monitor scope changes for system administrators. If the system has been properly
configured to force system administrators to log in as themselves first and then use the
sudo command to execute privileged commands, it is possible to monitor changes in
scope. The file /etc/sudoers, or files in /etc/sudoers.d, will be written to when the
file(s) or related attributes have changed. The audit records will be tagged with the
identifier ""scope"".
","
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor scope changes for system administrators.
Example:
# printf '%s\n' ""-w /etc/sudoers -p wa -k scope"" ""-w /etc/sudoers.d -p wa -k
scope"" >> /etc/audit/rules.d/50-scope.rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.2,Ensure actions as another user are always logged,"
sudo provides users with temporary elevated privileges to perform operations, either as
the superuser or another user.
","
Create audit rules
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor elevated privileges.
Example:
# printf ""
-a always,exit -F arch=b64 -C euid!=uid -F auid!=unset -S execve -k
user_emulation
-a always,exit -F arch=b32 -C euid!=uid -F auid!=unset -S execve -k
user_emulation
"" >> /etc/audit/rules.d/50-user_emulation.rules
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.3,Ensure events that modify the sudo log file are collected,"
Monitor the sudo log file. If the system has been properly configured to disable the use
of the su command and force all administrators to have to log in first and then use sudo
to execute privileged commands, then all administrator commands will be logged to
/var/log/sudo.log . Any time a command is executed, an audit event will be
triggered as the /var/log/sudo.log file will be opened for write and the executed
administration command will be written to the log.
","
Note: This recommendation requires that the sudo logfile is configured. See guidance
provided in the recommendation ""Ensure sudo log file exists""
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor events that modify the sudo log file.
Example:
# {
SUDO_LOG_FILE=$(grep -r logfile /etc/sudoers* | sed -e 's/.*logfile=//;s/,?
.*//' -e 's/""//g')
[ -n ""${SUDO_LOG_FILE}"" ] && printf ""
-w ${SUDO_LOG_FILE} -p wa -k sudo_log_file
"" >> /etc/audit/rules.d/50-sudo.rules || printf ""ERROR: Variable
'SUDO_LOG_FILE' is unset.\n""
}
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.4,Ensure events that modify date and time information are collected,"
Capture events where the system date and/or time has been modified. The parameters
in this section are set to determine if the;
• adjtimex - tune kernel clock
• settimeofday - set time using timeval and timezone structures
• stime - using seconds since 1/1/1970
• clock_settime - allows for the setting of several internal clocks and timers
system calls have been executed. Further, ensure to write an audit record to the
configured audit log file upon exit, tagging the records with a unique identifier such as
""time-change"".
","
Create audit rules
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor events that modify date and time information.
Example:
# printf ""
-a always,exit -F arch=b64 -S adjtimex,settimeofday -k time-change
-a always,exit -F arch=b32 -S adjtimex,settimeofday -k time-change
-a always,exit -F arch=b64 -S clock_settime -F a0=0x0 -k time-change
-a always,exit -F arch=b32 -S clock_settime -F a0=0x0 -k time-change
-w /etc/localtime -p wa -k time-change
"" >> /etc/audit/rules.d/50-time-change.rules
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.5,Ensure events that modify the system's network environment are collected,"
Record changes to network environment files or system calls. The below parameters
monitors the following system calls, and write an audit event on system call exit:
• sethostname - set the systems host name
• setdomainname - set the systems domain name
The files being monitored are:
• /etc/issue and /etc/issue.net - messages displayed pre-login
• /etc/hosts - file containing host names and associated IP addresses
• /etc/hostname - file contains the system's host name
• /etc/sysconfig/network - additional information that is valid to all network
interfaces
• /etc/sysconfig/network-scripts/ - directory containing network interface
scripts and configurations files
• /etc/NetworkManager/ - directory contains configuration files and settings used
by the NetworkManager
","
Create audit rules
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor events that modify the system's network environment.
Example:
# printf ""
-a always,exit -F arch=b64 -S sethostname,setdomainname -k system-locale
-a always,exit -F arch=b32 -S sethostname,setdomainname -k system-locale
-w /etc/issue -p wa -k system-locale
-w /etc/issue.net -p wa -k system-locale
-w /etc/hosts -p wa -k system-locale
-w /etc/hostname -p wa -k system-locale
-w /etc/sysconfig/network -p wa -k system-locale
-w /etc/sysconfig/network-scripts/ -p wa -k system-locale
-w /etc/NetworkManager -p wa -k system-locale
"" >> /etc/audit/rules.d/50-system_locale.rules
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then 
# printf ""Reboot required to load rules\n""; fi
",,TRUE
6.3.3.6,Ensure use of privileged commands are collected,"
Monitor privileged programs, those that have the setuid and/or setgid bit set on
execution, to determine if unprivileged users are running these commands.
","
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor the use of privileged commands.
Example script:
#!/usr/bin/env bash
{
UID_MIN=$(awk '/^\s*UID_MIN/{print $2}' /etc/login.defs)
AUDIT_RULE_FILE=""/etc/audit/rules.d/50-privileged.rules""
NEW_DATA=()
for PARTITION in $(findmnt -n -l -k -it $(awk '/nodev/ { print $2 }'
/proc/filesystems | paste -sd,) | grep -Pv ""noexec|nosuid"" | awk '{print
$1}'); do
readarray -t DATA < <(find ""${PARTITION}"" -xdev -perm /6000 -type f | awk
-v UID_MIN=${UID_MIN} '{print ""-a always,exit -F path="" $1 "" -F perm=x -F
auid>=""UID_MIN"" -F auid!=unset -k privileged"" }')
for ENTRY in ""${DATA[@]}""; do
NEW_DATA+=(""${ENTRY}"")
done
done
readarray &> /dev/null -t OLD_DATA < ""${AUDIT_RULE_FILE}""
COMBINED_DATA=( ""${OLD_DATA[@]}"" ""${NEW_DATA[@]}"" )
printf '%s\n' ""${COMBINED_DATA[@]}"" | sort -u > ""${AUDIT_RULE_FILE}""
}
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
Special mount points
If there are any special mount points that are not visible by default from just scanning /,
change the PARTITION variable to the appropriate partition and re-run the remediation.
",,TRUE
6.3.3.7,Ensure unsuccessful file access attempts are collected,"
Monitor for unsuccessful attempts to access files. The following parameters are
associated with system calls that control files:
• creation - creat
• opening - open , openat
• truncation - truncate , ftruncate
An audit log record will only be written if all of the following criteria is met for the user
when trying to access a file:
• a non-privileged user (auid>=UID_MIN)
• is not a Daemon event (auid=4294967295/unset/-1)
• if the system call returned EACCES (permission denied) or EPERM (some other
permanent error associated with the specific system call)
","
Create audit rules
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor unsuccessful file access attempts.
Example:
# {
UID_MIN=$(awk '/^\s*UID_MIN/{print $2}' /etc/login.defs)
[ -n ""${UID_MIN}"" ] && printf ""
-a always,exit -F arch=b64 -S creat,open,openat,truncate,ftruncate -F exit=-
EACCES -F auid>=${UID_MIN} -F auid!=unset -k access
-a always,exit -F arch=b64 -S creat,open,openat,truncate,ftruncate -F exit=-
EPERM -F auid>=${UID_MIN} -F auid!=unset -k access
-a always,exit -F arch=b32 -S creat,open,openat,truncate,ftruncate -F exit=-
EACCES -F auid>=${UID_MIN} -F auid!=unset -k access
-a always,exit -F arch=b32 -S creat,open,openat,truncate,ftruncate -F exit=-
EPERM -F auid>=${UID_MIN} -F auid!=unset -k access
"" >> /etc/audit/rules.d/50-access.rules || printf ""ERROR: Variable 'UID_MIN'
is unset.\n""
}
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.8,Ensure events that modify user/group information are collected,"
Record events affecting the modification of user or group information, including that of
passwords and old passwords if in use.
• /etc/group - system groups
• /etc/passwd - system users
• /etc/gshadow - encrypted password for each group
• /etc/shadow - system user passwords
• /etc/security/opasswd - storage of old passwords if the relevant PAM module
is in use
• /etc/nsswitch.conf - file configures how the system uses various databases
and name resolution mechanisms
• /etc/pam.conf - file determines the authentication services to be used, and the
order in which the services are used.
• /etc/pam.d - directory contains the PAM configuration files for each PAM-aware
application.
The parameters in this section will watch the files to see if they have been opened for
write or have had attribute changes (e.g. permissions) and tag them with the identifier
""identity"" in the audit log file.
","
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor events that modify user/group information.
Example:
# printf ""
-w /etc/group -p wa -k identity
-w /etc/passwd -p wa -k identity
-w /etc/gshadow -p wa -k identity
-w /etc/shadow -p wa -k identity
-w /etc/security/opasswd -p wa -k identity
-w /etc/nsswitch.conf -p wa -k identity
-w /etc/pam.conf -p wa -k identity
-w /etc/pam.d -p wa -k identity
"" >> /etc/audit/rules.d/50-identity.rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.9,Ensure discretionary access control permission modification events are collected,"
Monitor changes to file permissions, attributes, ownership and group. The parameters in
this section track changes for system calls that affect file permissions and attributes.
The following commands and system calls effect the permissions, ownership and
various attributes of files.
• chmod
• fchmod
• fchmodat
• chown
• fchown
• fchownat
• lchown
• setxattr
• lsetxattr
• fsetxattr
• removexattr
• lremovexattr
• fremovexattr
In all cases, an audit record will only be written for non-system user ids and will ignore
Daemon events. All audit records will be tagged with the identifier ""perm_mod.""
","
Create audit rules
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor discretionary access control permission modification
events.
Example:
# {
UID_MIN=$(awk '/^\s*UID_MIN/{print $2}' /etc/login.defs)
[ -n ""${UID_MIN}"" ] && printf ""
-a always,exit -F arch=b64 -S chmod,fchmod,fchmodat -F auid>=${UID_MIN} -F
auid!=unset -F key=perm_mod
-a always,exit -F arch=b64 -S chown,fchown,lchown,fchownat -F
auid>=${UID_MIN} -F auid!=unset -F key=perm_mod
-a always,exit -F arch=b32 -S chmod,fchmod,fchmodat -F auid>=${UID_MIN} -F
auid!=unset -F key=perm_mod
-a always,exit -F arch=b32 -S lchown,fchown,chown,fchownat -F
auid>=${UID_MIN} -F auid!=unset -F key=perm_mod
-a always,exit -F arch=b64 -S
setxattr,lsetxattr,fsetxattr,removexattr,lremovexattr,fremovexattr -F
auid>=${UID_MIN} -F auid!=unset -F key=perm_mod
-a always,exit -F arch=b32 -S
setxattr,lsetxattr,fsetxattr,removexattr,lremovexattr,fremovexattr -F
auid>=${UID_MIN} -F auid!=unset -F key=perm_mod
"" >> /etc/audit/rules.d/50-perm_mod.rules || printf ""ERROR: Variable
'UID_MIN' is unset.\n""
}
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.10,Ensure successful file system mounts are collected,"
Monitor the use of the mount system call. The mount (and umount ) system call controls
the mounting and unmounting of file systems. The parameters below configure the
system to create an audit record when the mount system call is used by a non-
privileged user.
","
Create audit rules
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor successful file system mounts.
Example:
# {
UID_MIN=$(awk '/^\s*UID_MIN/{print $2}' /etc/login.defs)
[ -n ""${UID_MIN}"" ] && printf ""
-a always,exit -F arch=b32 -S mount -F auid>=$UID_MIN -F auid!=unset -k
mounts
-a always,exit -F arch=b64 -S mount -F auid>=$UID_MIN -F auid!=unset -k
mounts
"" >> /etc/audit/rules.d/50-mounts.rules || printf ""ERROR: Variable 'UID_MIN'
is unset.\n""
}
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.11,Ensure session initiation information is collected,"
Monitor session initiation events. The parameters in this section track changes to the
files associated with session events.
• /var/run/utmp - tracks all currently logged in users.
• /var/log/wtmp - file tracks logins, logouts, shutdown, and reboot events.
• /var/log/btmp - keeps track of failed login attempts and can be read by
entering the command /usr/bin/last -f /var/log/btmp.
All audit records will be tagged with the identifier ""session.""
","
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor session initiation information.
Example:
# printf ""
-w /var/run/utmp -p wa -k session
-w /var/log/wtmp -p wa -k session
-w /var/log/btmp -p wa -k session
"" >> /etc/audit/rules.d/50-session.rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.12,Ensure login and logout events are collected,"
Monitor login and logout events. The parameters below track changes to files
associated with login/logout events.
• /var/log/lastlog - maintain records of the last time a user successfully logged
in.
• /var/run/faillock - directory maintains records of login failures via the
pam_faillock module.
","
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor login and logout events.
Example:
# printf ""
-w /var/log/lastlog -p wa -k logins
-w /var/run/faillock -p wa -k logins
"" >> /etc/audit/rules.d/50-login.rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.13,Ensure file deletion events by users are collected,"
Monitor the use of system calls associated with the deletion or renaming of files and file
attributes. This configuration statement sets up monitoring for:
• unlink - remove a file
• unlinkat - remove a file attribute
• rename - rename a file
• renameat rename a file attribute system calls and tags them with the identifier
""delete"".
","
Create audit rules
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor file deletion events by users.
Example:
# {
UID_MIN=$(awk '/^\s*UID_MIN/{print $2}' /etc/login.defs)
[ -n ""${UID_MIN}"" ] && printf ""
-a always,exit -F arch=b64 -S rename,unlink,unlinkat,renameat -F
auid>=${UID_MIN} -F auid!=unset -F key=delete
-a always,exit -F arch=b32 -S rename,unlink,unlinkat,renameat -F
auid>=${UID_MIN} -F auid!=unset -F key=delete
"" >> /etc/audit/rules.d/50-delete.rules || printf ""ERROR: Variable 'UID_MIN'
is unset.\n""
}
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.14,Ensure events that modify the system's Mandatory Access Controls are collected,"
Monitor AppArmor, an implementation of mandatory access controls. The parameters
below monitor any write access (potential additional, deletion or modification of files in
the directory) or attribute changes to the /etc/apparmor/ and /usr/share/apparmor/
directories.
Note: If a different Mandatory Access Control method is used, changes to the
corresponding directories should be audited.
","
Note: If a different Mandatory Access Control method is used, changes to the
corresponding directories should be audited.
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor events that modify the system's Mandatory Access
Controls.
Example:
# printf ""
-w /etc/apparmor -p wa -k MAC-policy
-w /usr/share/apparmor -p wa -k MAC-policy
"" >> /etc/audit/rules.d/50-MAC-policy.rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.15,Ensure successful and unsuccessful attempts to use the chcon command are collected,"
The operating system must generate audit records for successful/unsuccessful uses of
the chcon command.
","
Create audit rules
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor successful and unsuccessful attempts to use the
chcon command.
Example:
# {
UID_MIN=$(awk '/^\s*UID_MIN/{print $2}' /etc/login.defs)
[ -n ""${UID_MIN}"" ] && printf ""
-a always,exit -F path=/usr/bin/chcon -F perm=x -F auid>=${UID_MIN} -F
auid!=unset -k perm_chng
"" >> /etc/audit/rules.d/50-perm_chng.rules || printf ""ERROR: Variable
'UID_MIN' is unset.\n""
}
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
6.3.3.16,Ensure successful and unsuccessful attempts to use the setfacl command are collected,"
The operating system must generate audit records for successful/unsuccessful uses of
the setfacl command
","
Create audit rules
Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension,
with the relevant rules to monitor successful and unsuccessful attempts to use the
setfacl command.
Example:
# {
UID_MIN=$(awk '/^\s*UID_MIN/{print $2}' /etc/login.defs)
[ -n ""${UID_MIN}"" ] && printf ""
-a always,exit -F path=/usr/bin/setfacl -F perm=x -F auid>=${UID_MIN} -F
auid!=unset -k perm_chng
"" >> /etc/audit/rules.d/50-perm_chng.rules || printf ""ERROR: Variable
'UID_MIN' is unset.\n""
}
Load audit rules
Merge and load the rules into active configuration:
# augenrules --load
Check if reboot is required.
# if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot
required to load rules\n""; fi
",,TRUE
